Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
04-24,LG,2회말,켈리,6 김영웅,5 (2-2),우중간 홈런,무사  0:1,무사  0:2,0.77,0.540,1.000,75.0%,0.093
05-04,롯데,1회말,윌커슨,5 김영웅,1 (0-0),중견수 방면 1루타,2사 2루 1:1,2사 1루 1:2,1.14,0.394,0.833,62.5%,0.093
04-06,KIA,3회초,윤영철,5 김영웅,2 (1-0),우익수 방면 1루타,2사 2루 1:0,2사 1루 2:0,1.15,0.393,0.837,30.5%,0.096
06-20,SSG,1회말,송영진,5 김영웅,5 (2-2),우익수 방면 1루타,"2사 1,2루 0:0","2사 1,2루 0:1",1.62,0.504,1.000,64.2%,0.100
08-06,한화,3회말,바리아,5 김영웅,2 (1-0),우중간 홈런,1사  1:2,1사  1:3,0.59,0.305,1.000,75.2%,0.102
05-02,두산,2회초,최원준,7 김영웅,1 (0-0),우익수 방면 3루타,2사 3루 0:0,2사 3루 1:0,1.39,0.422,1.000,40.6%,0.107
04-07,KIA,3회초,양현종,5 김영웅,4 (1-2),우익수 방면 2루타,"2사 1,3루 2:1","2사 2,3루 3:1",1.74,0.568,1.054,27.8%,0.108
07-30,LG,4회초,엔스,5 김영웅,1 (0-0),우익수 뒤 홈런,2사  2:1,2사  3:1,0.43,0.116,1.000,29.7%,0.117
05-16,SSG,6회초,김광현,4 김영웅,2 (1-0),좌중간 홈런,무사  1:3,무사  2:3,1.23,0.576,1.000,66.3%,0.120
05-01,두산,6회초,브랜든,6 김영웅,5 (1-2),우익수 방면 1루타,무사 만루 1:2,무사 만루 2:2,3.41,2.585,1.000,27.1%,0.125
08-04,SSG,1회말,김광현,4 김영웅,2 (1-0),우익수 방면 1루타,"1사 1,2루 2:0","1사 1,3루 2:1",2.06,1.123,1.186,51.4%,0.125
04-20,한화,4회초,황준서,5 김영웅,3 (1-1),우익수 방면 2루타,2사 2루 0:0,2사 2루 1:0,1.44,0.397,1.000,39.1%,0.129
04-10,롯데,6회초,전미르,6 김영웅,1 (0-0),우익수 방면 2루타,1사 1루 3:4,"1사 2,3루 3:4",1.94,0.549,1.061,51.9%,0.139
04-10,롯데,10회초,박진,6 김영웅,1 (0-0),우익수 뒤 홈런,2사 1루 8:7,2사  10:7,0.64,0.236,1.881,3.9%,0.143
06-28,KT,4회초,조이현,5 김영웅,2 (0-1),우익수 뒤 홈런,무사 1루 1:0,무사  3:0,1.45,1.004,1.578,18.2%,0.157
08-08,한화,1회말,문동주,5 김영웅,2 (0-1),중견수 방면 1루타,1사 만루 2:0,"1사 1,3루 2:2",2.82,1.957,1.369,61.3%,0.159
06-16,NC,6회초,김시훈,6 김영웅,1 (0-0),우익수 뒤 홈런,1사  2:2,1사  3:2,0.98,0.300,1.000,36.2%,0.172
07-17,KIA,4회초,양현종,6 김영웅,2 (1-0),우익수 방면 2루타,"2사 1,2루 0:3",2사 2루 2:3,1.58,0.475,1.919,64.7%,0.176
05-09,KIA,6회말,네일,4 김영웅,2 (1-0),좌익수 뒤 홈런,무사  2:1,무사  2:2,1.57,0.588,1.000,57.5%,0.183
07-23,한화,3회초,바리아,5 김영웅,2 (0-1),중견수 뒤 홈런,2사 1루 1:0,2사  3:0,0.80,0.227,1.888,22.4%,0.187
06-23,두산,3회말,김동주,5 김영웅,3 (2-0),중견수 뒤 홈런,2사 3루 3:2,2사  3:4,1.62,0.417,1.703,63.5%,0.216
07-27,KT,5회말,벤자민,5 김영웅,4 (1-2),좌익수 방면 1루타,2사 만루 1:1,"2사 1,3루 1:3",3.73,0.821,1.698,81.6%,0.222
08-07,한화,5회말,류현진,5 김영웅,3 (0-2),우익수 뒤 홈런,1사 2루 6:4,1사  6:6,1.73,0.814,1.492,53.6%,0.229
05-18,한화,5회말,김범수,4 김영웅,9 (3-2),우익수 뒤 홈런,2사 2루 4:4,2사  4:6,1.63,0.395,1.722,79.0%,0.244
06-19,SSG,6회말,서진용,7 김영웅,3 (2-0),중견수 방면 2루타,"2사 1,2루 2:2",2사 2루 2:4,2.51,0.502,1.899,84.0%,0.276
05-11,NC,7회초,한재승,4 김영웅,3 (2-0),우익수 방면 1루타,2사 만루 1:2,"2사 1,3루 3:2",5.62,0.954,1.613,30.4%,0.345
05-21,KT,8회말,박영현,4 김영웅,6 (3-2),우중간 홈런,"1사 2,3루 5:2",1사  5:5,2.59,1.590,1.703,56.1%,0.372
