Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
04-13,NC,1회말,하트,2 김헌곤,6 (3-2),4구,1사  0:0,1사 1루 0:0,0.62,0.292,0.259,55.0%,0.024
06-23,두산,1회말,김동주,2 김헌곤,9 (3-2),4구,1사  0:0,1사 1루 0:0,0.62,0.303,0.259,55.0%,0.024
04-09,롯데,1회초,나균안,2 김헌곤,6 (2-2),좌익수 방면 1루타,1사  0:0,1사 1루 0:0,0.62,0.273,0.261,49.8%,0.024
07-27,KT,3회말,벤자민,2 김헌곤,2 (0-1),중견수 방면 1루타,1사  0:0,1사 1루 0:0,0.72,0.301,0.268,55.7%,0.028
04-09,롯데,5회초,나균안,2 김헌곤,7 (3-2),4구,1사 2루 0:1,"1사 1,2루 0:1",1.77,0.766,0.204,58.5%,0.030
05-26,롯데,4회초,최이준,9 김헌곤,6 (2-2),우익수 방면 1루타,1사  1:3,1사 1루 1:3,0.72,0.295,0.254,73.0%,0.030
08-07,한화,5회말,류현진,2 김헌곤,5 (1-2),3루수 방면 내야 안타,1사 2루 6:1,"1사 1,3루 6:1",0.71,0.814,0.511,11.0%,0.030
05-08,KIA,12회말,정해영,9 김헌곤,3 (1-1),중견수 방면 1루타,2사  4:2,2사 1루 4:2,0.56,0.115,0.111,4.5%,0.030
04-10,롯데,7회초,최준용,2 김헌곤,4 (1-2),좌익수 방면 1루타,1사 2루 3:7,"1사 1,3루 3:7",0.78,0.787,0.476,90.1%,0.034
07-19,롯데,1회말,김진욱,1 김헌곤,4 (3-0),4구,무사  0:0,무사 1루 0:0,0.87,0.585,0.436,58.3%,0.035
07-17,KIA,1회초,양현종,1 김헌곤,2 (0-1),1루수 방면 1루타,무사  0:0,무사 1루 0:0,0.87,0.585,0.435,46.5%,0.036
06-15,NC,5회초,하트,7 김헌곤,3 (1-1),중견수 방면 1루타,1사  0:1,1사 1루 0:1,0.91,0.299,0.263,63.7%,0.036
05-10,NC,7회초,하트,6 김헌곤,5 (2-2),2루수 방면 내야 안타,2사 1루 0:1,"2사 1,2루 0:1",1.61,0.230,0.267,70.7%,0.038
04-10,롯데,8회초,김원중,2 김헌곤,4 (1-2),유격수 방면 내야 안타,2사 2루 6:7,"2사 1,3루 6:7",2.88,0.393,0.182,74.7%,0.040
04-19,한화,3회초,페냐,8 김헌곤,3 (1-1),좌익수 방면 1루타,무사  0:0,무사 1루 0:0,0.99,0.567,0.416,46.0%,0.040
04-10,롯데,6회초,윌커슨,2 김헌곤,4 (1-2),우익수 방면 1루타,무사  1:4,무사 1루 1:4,0.92,0.558,0.423,82.6%,0.041
06-26,LG,4회초,엔스,1 김헌곤,6 (3-2),중견수 방면 1루타,무사  0:0,무사 1루 0:0,1.08,0.577,0.417,45.7%,0.043
07-14,두산,5회초,이교훈,1 김헌곤,5 (1-2),유격수 야수선택으로 출루,"2사 1,2루 0:1",2사 만루 0:1,2.38,0.473,0.317,60.5%,0.044
07-18,KIA,5회초,이형범,1 김헌곤,2 (1-0),우익수 방면 1루타,무사  3:5,무사 1루 3:5,1.13,0.584,0.438,70.7%,0.048
07-31,LG,4회초,손주영,2 김헌곤,2 (0-1),중견수 방면 1루타,무사 1루 0:4,"무사 1,2루 0:4",1.20,1.036,0.626,80.1%,0.050
05-21,KT,2회말,육청명,9 김헌곤,2 (0-1),좌익수 방면 1루타,1사 2루 1:1,"1사 1,3루 1:1",1.28,0.799,0.467,62.0%,0.050
07-24,한화,7회초,류현진,8 김헌곤,3 (1-1),중견수 방면 1루타,1사 2루 1:0,"1사 1,3루 1:0",1.36,0.816,0.488,23.0%,0.052
07-03,KIA,8회말,최지민,2 김헌곤,5 (2-2),좌익수 방면 1루타,1사  6:4,1사 1루 6:4,1.15,0.303,0.262,17.2%,0.053
04-11,롯데,9회초,정우준,2 김헌곤,3 (0-2),중견수 방면 1루타,"2사 2,3루 2:0",2사 2루 4:0,0.66,0.611,1.780,1.5%,0.056
05-18,한화,1회말,조동욱,2 김헌곤,4 (3-0),4구,무사 1루 1:0,"무사 1,2루 1:0",1.53,0.977,0.673,54.2%,0.059
06-21,두산,3회말,최준호,8 김헌곤,2 (0-1),좌익수 방면 1루타,무사 1루 1:0,"무사 1,2루 1:0",1.79,0.992,0.670,54.6%,0.068
05-16,SSG,8회초,최민준,8 김헌곤,3 (1-1),좌중간 홈런,2사  5:3,2사  6:3,0.26,0.119,1.000,8.1%,0.075
05-17,한화,5회말,황준서,2 김헌곤,2 (0-1),우익수 방면 2루타,2사 1루 1:3,2사 2루 1:4,0.55,0.238,1.154,88.1%,0.083
06-30,KT,9회초,박영현,6 김헌곤,3 (1-1),3루수 송구실책 출루,2사 1루 1:2,"2사 1,3루 1:2",2.80,0.234,0.317,83.7%,0.084
07-30,LG,5회초,엔스,2 김헌곤,4 (1-2),좌익수 방면 1루타,"2사 1,2루 3:1","2사 1,2루 4:1",1.30,0.496,1.000,16.4%,0.087
05-28,키움,1회말,후라도,2 김헌곤,2 (0-1),2루수 방면 내야 안타,무사 1루 0:0,"무사 1,3루 0:0",1.42,0.986,0.911,67.1%,0.088
05-24,롯데,1회초,나균안,7 김헌곤,2 (0-1),좌익수 방면 2루타,"2사 1,2루 2:0","2사 2,3루 3:0",1.26,0.508,1.107,22.7%,0.089
08-01,LG,1회초,임찬규,6 김헌곤,2 (1-0),우익수 방면 1루타,"2사 1,3루 1:0","2사 1,3루 2:0",1.58,0.522,1.000,31.1%,0.091
07-03,KIA,4회말,알드레드,2 김헌곤,2 (1-0),우익수 뒤 홈런,1사  3:0,1사  3:1,0.65,0.303,1.000,27.7%,0.091
07-28,KT,9회말,박영현,8 김헌곤,3 (1-1),좌익수 방면 1루타,1사  4:3,1사 1루 4:3,2.63,0.302,0.272,20.9%,0.097
06-18,SSG,1회말,앤더슨,1 김헌곤,4 (2-1),좌익수 뒤 홈런,무사  1:0,무사  1:1,0.92,0.570,1.000,54.8%,0.103
05-09,KIA,8회말,최지민,7 김헌곤,5 (3-1),좌익수 방면 2루타,무사 만루 2:2,"무사 2,3루 2:4",2.39,2.652,1.670,97.5%,0.104
07-18,KIA,3회초,알드레드,1 김헌곤,5 (3-1),좌익수 방면 2루타,무사 1루 0:2,"무사 2,3루 0:2",1.66,1.022,1.283,55.7%,0.117
07-04,KIA,3회말,양현종,2 김헌곤,3 (2-0),좌익수 뒤 홈런,1사  1:1,1사  1:2,0.72,0.302,1.000,65.0%,0.120
05-08,KIA,10회말,전상현,9 김헌곤,5 (2-2),좌익수 방면 1루타,"1사 1,2루 2:2",1사 만루 2:2,4.30,1.097,0.838,83.3%,0.126
04-07,KIA,8회초,장현식,6 김헌곤,4 (1-2),좌익수 뒤 홈런,1사  4:3,1사  5:3,0.68,0.282,1.000,14.6%,0.128
04-09,롯데,6회초,구승민,2 김헌곤,3 (1-1),좌익수 뒤 홈런,2사 3루 3:1,2사  5:1,1.10,0.395,1.710,9.1%,0.134
07-03,KIA,5회말,장현식,2 김헌곤,4 (2-1),좌익수 방면 1루타,"2사 1,3루 3:2","2사 1,2루 3:3",2.73,0.548,0.943,55.7%,0.144
05-28,키움,5회말,후라도,2 김헌곤,6 (2-2),중견수 방면 2루타,1사 1루 2:1,1사 2루 2:2,1.81,0.551,1.238,59.2%,0.176
04-06,KIA,9회초,전상현,9 김헌곤,4 (1-2),중견수 방면 2루타,1사 3루 4:4,1사 2루 5:4,4.44,0.990,0.794,14.7%,0.182
06-16,NC,9회초,김영규,1 김헌곤,3 (1-1),좌익수 뒤 홈런,2사  3:3,2사  4:3,1.32,0.119,1.000,19.1%,0.413
