Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
04-11,롯데,7회초,임준섭,3 구자욱,1 (0-0),1루수 땅볼 아웃,2사 2루 2:0,이닝종료 2:0,0.86,0.392,-0.392,21.5%,-0.025
06-26,LG,6회초,엔스,3 구자욱,3 (0-2),3루수 직선타 아웃,1사  0:0,2사  0:0,0.98,0.302,-0.183,55.8%,-0.024
06-30,KT,6회초,박시영,3 구자욱,1 (0-0),중견수 플라이 아웃,1사  1:1,2사  1:1,0.98,0.304,-0.186,55.8%,-0.024
06-18,SSG,7회말,조병현,4 구자욱,2 (0-1),2루수 땅볼 아웃,2사 1루 6:3,이닝종료 6:3,0.84,0.239,-0.239,6.9%,-0.024
06-13,LG,3회말,켈리,3 구자욱,5 (2-2),좌익수 플라이 아웃,2사 2루 0:2,이닝종료 0:2,0.85,0.400,-0.400,73.3%,-0.024
04-04,키움,6회말,후라도,3 구자욱,1 (0-0),중견수 플라이 아웃,1사 1루 5:1,2사 1루 5:1,0.96,0.542,-0.316,7.3%,-0.024
04-02,키움,4회말,김선기,3 구자욱,3 (1-1),우익수 플라이 아웃,무사 2루 2:0,1사 3루 2:0,1.66,1.269,-0.284,35.8%,-0.024
05-17,한화,1회말,황준서,1 구자욱,7 (1-2),1루수 땅볼 아웃,무사  1:0,1사  1:0,0.92,0.559,-0.268,42.2%,-0.024
05-23,KT,1회말,원상현,1 구자욱,4 (1-2),헛스윙 삼진,무사  1:0,1사  1:0,0.92,0.560,-0.269,42.2%,-0.024
06-09,키움,5회초,헤이수스,3 구자욱,1 (0-0),우익수 플라이 아웃,"2사 1,2루 3:0",이닝종료 3:0,0.90,0.498,-0.498,18.7%,-0.023
08-07,한화,1회말,류현진,3 구자욱,5 (2-2),3루수 파울플라이 아웃,1사 1루 4:0,2사 1루 4:0,0.95,0.583,-0.344,17.1%,-0.023
06-28,KT,3회초,조이현,3 구자욱,1 (0-0),우익수 플라이 아웃,2사 1루 1:0,이닝종료 1:0,0.80,0.236,-0.236,43.4%,-0.023
05-22,KT,5회말,쿠에바스,1 구자욱,3 (0-2),좌익수 플라이 아웃,1사 2루 1:3,2사 2루 1:3,0.80,0.792,-0.400,80.6%,-0.022
06-05,SSG,8회초,노경은,3 구자욱,1 (0-0),1루수 플라이 아웃,무사  3:6,1사  3:6,0.88,0.567,-0.270,95.3%,-0.022
04-21,한화,4회초,산체스,3 구자욱,2 (0-1),중견수 플라이 아웃,무사  0:3,1사  0:3,0.88,0.563,-0.268,84.0%,-0.022
05-24,롯데,1회초,나균안,1 구자욱,6 (3-2),낫아웃 삼진,무사  0:0,1사  0:0,0.87,0.562,-0.268,52.2%,-0.022
05-25,롯데,1회초,김진욱,1 구자욱,2 (1-0),중견수 플라이 아웃,무사  0:0,1사  0:0,0.87,0.563,-0.269,52.2%,-0.022
05-26,롯데,1회초,반즈,1 구자욱,4 (1-2),좌익수 플라이 아웃,무사  0:0,1사  0:0,0.87,0.563,-0.268,52.2%,-0.022
05-12,NC,3회초,이재학,2 구자욱,4 (2-1),중견수 플라이 아웃,1사 1루 2:0,2사 1루 2:0,0.92,0.581,-0.345,30.5%,-0.022
06-19,SSG,4회말,오원석,3 구자욱,2 (1-0),1루수 땅볼 아웃,1사  1:0,2사  1:0,0.85,0.302,-0.183,37.3%,-0.021
07-04,KIA,6회말,김대유,3 구자욱,5 (2-2),2루수 땅볼 아웃,무사  2:3,1사  2:3,0.83,0.579,-0.278,72.2%,-0.021
05-16,SSG,7회초,노경은,2 구자욱,4 (2-1),1루수 땅볼 아웃,2사  2:3,이닝종료 2:3,0.80,0.119,-0.119,79.1%,-0.021
06-09,키움,1회초,헤이수스,3 구자욱,6 (3-2),1루주자 구자욱 : 2루도루실패,1사 1루 1:0,이닝종료 1:0,0.72,0.242,-0.242,44.5%,-0.020
05-30,키움,4회말,김선기,3 구자욱,5 (2-2),투수 땅볼 아웃,"2사 1,2루 0:3",이닝종료 0:3,0.77,0.513,-0.513,84.0%,-0.020
04-23,LG,4회말,임찬규,3 구자욱,3 (1-1),투수 땅볼 아웃,1사  2:0,2사  2:0,0.80,0.275,-0.169,25.8%,-0.020
04-04,키움,4회말,후라도,3 구자욱,5 (2-2),2루수 땅볼 아웃,1사  2:0,2사  2:0,0.80,0.282,-0.171,25.8%,-0.020
04-24,LG,3회말,켈리,3 구자욱,2 (1-0),우익수 플라이 아웃,1사 1루 0:2,2사 1루 0:2,0.82,0.536,-0.314,74.9%,-0.020
04-20,한화,4회초,황준서,3 구자욱,5 (2-2),루킹 삼진,1사  0:0,2사  0:0,0.78,0.296,-0.177,54.7%,-0.019
05-08,KIA,4회말,양현종,3 구자욱,10 (2-2),헛스윙 삼진,1사  0:0,2사  0:0,0.78,0.301,-0.185,51.3%,-0.019
06-12,LG,4회말,손주영,3 구자욱,1 (0-0),3루수 직선타 아웃,무사  4:0,1사  4:0,0.76,0.567,-0.270,12.0%,-0.019
05-09,KIA,3회말,네일,2 구자욱,4 (1-2),루킹 삼진,1사  2:1,2사  2:1,0.77,0.301,-0.186,38.7%,-0.019
03-29,SSG,3회말,김광현,2 구자욱,6 (3-2),1루수 땅볼 아웃,무사  5:1,1사  5:1,0.75,0.536,-0.262,14.0%,-0.019
03-27,LG,3회초,최원태,3 구자욱,3 (1-1),2루수 땅볼 아웃,무사 2루 0:1,1사 3루 0:1,1.48,1.260,-0.279,56.3%,-0.019
07-11,NC,8회말,김재열,3 구자욱,1 (0-0),2루수 땅볼 아웃,2사 만루 4:6,이닝종료 4:6,0.73,0.805,-0.805,92.6%,-0.018
06-07,키움,1회초,조영건,3 구자욱,5 (3-1),좌익수 플라이 아웃,1사 1루 0:0,2사 2루 0:0,1.15,0.552,-0.156,51.6%,-0.018
05-01,두산,1회초,브랜든,3 구자욱,2 (0-1),투수 땅볼 아웃,1사 1루 0:0,2사 2루 0:0,1.15,0.564,-0.172,51.6%,-0.018
04-25,LG,1회말,최원태,3 구자욱,1 (0-0),2루수 땅볼 아웃,1사 1루 0:0,2사 2루 0:0,1.16,0.561,-0.165,53.2%,-0.018
04-06,KIA,6회초,곽도규,3 구자욱,1 (0-0),2루수 땅볼 아웃,1사  4:3,2사  4:3,0.72,0.283,-0.170,38.0%,-0.018
05-11,NC,3회초,김시훈,2 구자욱,6 (2-2),중견수 플라이 아웃,1사  0:0,2사  0:0,0.72,0.285,-0.171,54.3%,-0.018
05-24,롯데,4회초,나균안,1 구자욱,5 (2-2),유격수 땅볼 아웃,무사  5:3,1사  5:3,0.69,0.562,-0.268,28.5%,-0.018
07-12,두산,5회초,이병헌,3 구자욱,5 (2-2),헛스윙 삼진,무사  6:4,1사  6:4,0.69,0.580,-0.278,26.3%,-0.018
05-10,NC,6회초,하트,2 구자욱,3 (2-0),3루수 파울플라이 아웃,2사  0:1,이닝종료 0:1,0.67,0.112,-0.112,74.3%,-0.017
07-17,KIA,5회초,양현종,3 구자욱,2 (0-1),유격수 플라이 아웃,1사 2루 4:9,2사 2루 4:9,0.61,0.813,-0.419,95.0%,-0.017
03-29,SSG,5회말,김광현,2 구자욱,1 (0-0),2루수 땅볼 아웃,2사 1루 5:1,이닝종료 5:1,0.59,0.226,-0.226,7.9%,-0.017
04-28,키움,4회초,문성현,3 구자욱,5 (1-2),헛스윙 삼진,"1사 1,2루 6:2","2사 1,2루 6:2",0.73,1.045,-0.546,12.3%,-0.017
05-14,SSG,6회초,오원석,2 구자욱,7 (3-2),헛스윙 삼진,무사  0:4,1사  0:4,0.64,0.556,-0.268,93.7%,-0.016
05-21,KT,1회말,육청명,2 구자욱,8 (3-2),우익수 플라이 아웃,1사  1:0,2사  1:0,0.65,0.293,-0.175,40.6%,-0.016
05-30,키움,3회말,이종민,3 구자욱,2 (0-1),2루수 땅볼 아웃,1사 1루 0:1,2사 2루 0:1,1.07,0.554,-0.164,65.7%,-0.016
06-11,LG,1회말,김유영,3 구자욱,5 (2-2),헛스윙 삼진,무사  0:2,1사  0:2,0.62,0.564,-0.268,72.0%,-0.016
06-20,SSG,3회말,송영진,3 구자욱,5 (2-2),1루수 땅볼 아웃,무사  0:2,1사  0:2,0.61,0.575,-0.272,75.2%,-0.016
05-11,NC,1회초,김시훈,2 구자욱,5 (1-2),루킹 삼진,1사  0:0,2사  0:0,0.62,0.285,-0.171,53.8%,-0.016
05-14,SSG,1회초,오원석,2 구자욱,5 (1-2),루킹 삼진,1사  0:0,2사  0:0,0.62,0.288,-0.173,53.8%,-0.016
05-16,SSG,1회초,김광현,2 구자욱,5 (2-2),낫아웃 삼진,1사  0:0,2사  0:0,0.62,0.302,-0.183,53.8%,-0.016
05-09,KIA,1회말,네일,2 구자욱,1 (0-0),2루수 땅볼 아웃,1사  0:0,2사  0:0,0.62,0.301,-0.186,51.0%,-0.015
08-04,SSG,4회말,김택형,3 구자욱,3 (1-1),우익수 플라이 아웃,무사  2:4,1사  2:4,0.60,0.594,-0.289,77.4%,-0.015
06-06,SSG,5회초,오원석,3 구자욱,4 (1-2),중견수 플라이 아웃,1사  0:3,2사  0:3,0.61,0.296,-0.177,87.8%,-0.015
04-25,LG,6회말,최원태,3 구자욱,5 (3-1),좌익수 플라이 아웃,2사  2:0,이닝종료 2:0,0.58,0.119,-0.119,18.1%,-0.015
05-04,롯데,3회말,윌커슨,3 구자욱,6 (2-2),2루수 땅볼 아웃,1사  1:2,2사  1:2,0.59,0.301,-0.185,63.5%,-0.015
07-17,KIA,4회초,양현종,3 구자욱,8 (3-2),1루수 땅볼 아웃,1사  0:3,2사  0:3,0.59,0.301,-0.184,85.5%,-0.015
05-21,KT,5회말,육청명,2 구자욱,3 (2-0),유격수 땅볼 아웃,2사  3:1,이닝종료 3:1,0.53,0.118,-0.118,21.7%,-0.014
07-02,KIA,8회말,곽도규,3 구자욱,7 (3-2),헛스윙 삼진,무사  3:4,1사  3:4,0.53,0.580,-0.278,85.5%,-0.014
08-06,한화,4회말,바리아,3 구자욱,1 (0-0),1루수 땅볼 아웃,2사  4:4,이닝종료 4:4,0.52,0.118,-0.118,50.0%,-0.013
04-16,두산,5회말,홍건희,3 구자욱,1 (0-0),좌익수 플라이 아웃,무사 1루 2:5,1사 1루 2:5,0.57,0.987,-0.433,88.8%,-0.013
06-04,SSG,4회초,송영진,3 구자욱,8 (2-2),1루수 땅볼 아웃,2사  0:1,이닝종료 0:1,0.51,0.118,-0.118,68.8%,-0.013
04-18,두산,2회말,곽빈,3 구자욱,6 (3-2),1루수 땅볼 아웃,2사 2루 0:4,이닝종료 0:4,0.45,0.387,-0.387,86.3%,-0.013
06-20,SSG,7회말,이로운,3 구자욱,3 (0-2),선행주자아웃 출루,1사 1루 0:2,2사 1루 0:2,0.54,0.564,-0.326,87.7%,-0.013
06-30,KT,6회초,고영표,3 구자욱,3 (1-1),좌익수 방면 2루타,2사  0:2,이닝종료 0:2,0.49,0.118,-0.118,84.8%,-0.013
04-30,두산,8회초,김강률,3 구자욱,3 (0-2),1루수 땅볼 아웃,무사  0:4,1사  0:4,0.49,0.582,-0.278,97.8%,-0.013
07-11,NC,4회말,이준호,3 구자욱,1 (0-0),좌익수 플라이 아웃,"1사 1,2루 2:6","2사 1,2루 2:6",0.56,1.071,-0.596,91.3%,-0.013
06-05,SSG,3회초,앤더슨,3 구자욱,9 (2-2),1루수 땅볼 아웃,1사  2:0,2사  2:0,0.51,0.297,-0.179,31.5%,-0.013
06-28,KT,8회초,김민,3 구자욱,5 (1-2),투수 땅볼 아웃,무사  4:2,1사  4:2,0.49,0.582,-0.277,14.6%,-0.013
05-29,키움,5회말,헤이수스,3 구자욱,3 (0-2),헛스윙 삼진,1사  8:4,2사  8:4,0.50,0.295,-0.178,8.6%,-0.012
05-11,NC,9회초,이용찬,2 구자욱,5 (2-2),좌익수 플라이 아웃,1사  3:2,2사  3:2,0.50,0.285,-0.171,19.1%,-0.012
03-29,SSG,1회말,김광현,2 구자욱,4 (0-2),헛스윙 삼진,1사  4:0,2사  4:0,0.48,0.274,-0.167,16.1%,-0.012
05-28,키움,3회말,후라도,3 구자욱,1 (0-0),2루수 땅볼 아웃,2사  0:0,이닝종료 0:0,0.47,0.117,-0.117,50.0%,-0.012
06-16,NC,3회초,김시훈,3 구자욱,6 (2-2),중견수 플라이 아웃,2사  1:1,이닝종료 1:1,0.46,0.119,-0.119,55.5%,-0.012
05-01,두산,3회초,브랜든,3 구자욱,1 (0-0),우익수 플라이 아웃,2사  1:1,이닝종료 1:1,0.46,0.116,-0.116,55.5%,-0.012
06-06,SSG,7회초,이로운,3 구자욱,5 (2-2),중견수 플라이 아웃,2사 1루 0:4,이닝종료 0:4,0.41,0.241,-0.241,97.2%,-0.012
06-07,키움,6회초,박윤성,3 구자욱,4 (1-2),2루수 플라이 아웃,2사 1루 5:2,이닝종료 5:2,0.41,0.244,-0.244,15.8%,-0.012
06-05,SSG,9회초,문승원,3 구자욱,4 (1-2),헛스윙 삼진,"2사 1,2루 3:7",이닝종료 3:7,0.42,0.504,-0.504,100.0%,-0.011
05-14,SSG,4회초,오원석,2 구자욱,6 (2-2),헛스윙 삼진,1사  0:4,2사  0:4,0.44,0.288,-0.173,90.8%,-0.011
04-19,한화,8회초,한승혁,3 구자욱,1 (0-0),2루수 플라이 아웃,1사 3루 1:6,2사 3루 1:6,0.35,1.038,-0.619,99.0%,-0.011
08-07,한화,6회말,박상원,3 구자욱,7 (3-2),2루수 땅볼 아웃,2사  6:7,이닝종료 6:7,0.42,0.120,-0.120,69.6%,-0.011
04-23,LG,1회말,임찬규,3 구자욱,4 (1-2),좌익수 플라이 아웃,2사  1:0,이닝종료 1:0,0.42,0.106,-0.106,39.5%,-0.011
05-29,키움,1회말,헤이수스,3 구자욱,1 (0-0),우익수 플라이 아웃,2사  1:0,이닝종료 1:0,0.42,0.117,-0.117,39.5%,-0.011
06-08,키움,5회초,후라도,3 구자욱,4 (1-2),루킹 삼진,1사  2:6,2사  2:6,0.42,0.295,-0.176,92.7%,-0.011
07-03,KIA,1회말,알드레드,3 구자욱,5 (2-2),2루수 땅볼 아웃,2사  1:0,이닝종료 1:0,0.42,0.118,-0.118,39.5%,-0.011
03-30,SSG,1회말,엘리아스,3 구자욱,4 (1-2),헛스윙 삼진,2사  0:0,이닝종료 0:0,0.40,0.106,-0.106,50.0%,-0.010
03-31,SSG,1회말,더거,3 구자욱,8 (3-2),2루수 땅볼 아웃,2사  0:0,이닝종료 0:0,0.40,0.107,-0.107,50.0%,-0.010
04-02,키움,1회말,김선기,3 구자욱,2 (0-1),우익수 직선타 아웃,2사  0:0,이닝종료 0:0,0.40,0.107,-0.107,50.0%,-0.010
04-04,키움,1회말,후라도,3 구자욱,3 (0-2),헛스윙 삼진,2사  0:0,이닝종료 0:0,0.40,0.111,-0.111,50.0%,-0.010
06-13,LG,1회말,켈리,3 구자욱,1 (0-0),포수 파울플라이 아웃,2사  0:0,이닝종료 0:0,0.40,0.120,-0.120,50.0%,-0.010
06-21,두산,1회말,최준호,3 구자욱,2 (0-1),우익수 직선타 아웃,2사  0:0,이닝종료 0:0,0.40,0.120,-0.120,50.0%,-0.010
06-23,두산,1회말,브랜든,3 구자욱,6 (3-2),헛스윙 삼진,2사  0:0,이닝종료 0:0,0.40,0.117,-0.117,50.0%,-0.010
05-08,KIA,1회말,양현종,3 구자욱,6 (3-2),1루수 땅볼 아웃,2사  0:0,이닝종료 0:0,0.40,0.115,-0.115,50.0%,-0.010
06-23,두산,7회말,김유성,3 구자욱,2 (1-0),2루수 플라이 아웃,무사  2:4,1사  2:4,0.40,0.579,-0.277,87.9%,-0.010
07-11,NC,7회말,김영규,3 구자욱,4 (0-2),루킹 삼진,무사  4:6,1사  4:6,0.40,0.579,-0.277,87.9%,-0.010
03-26,LG,1회초,켈리,3 구자욱,7 (2-2),2루수 땅볼 아웃,2사  0:0,이닝종료 0:0,0.40,0.104,-0.104,54.8%,-0.010
03-28,LG,1회초,손주영,3 구자욱,5 (2-2),헛스윙 삼진,2사  0:0,이닝종료 0:0,0.40,0.108,-0.108,54.8%,-0.010
04-26,키움,1회초,김인범,3 구자욱,2 (1-0),좌익수 플라이 아웃,2사  0:0,이닝종료 0:0,0.40,0.108,-0.108,54.8%,-0.010
06-04,SSG,1회초,송영진,3 구자욱,4 (2-1),1루수 땅볼 아웃,2사  0:0,이닝종료 0:0,0.40,0.118,-0.118,54.8%,-0.010
04-19,한화,1회초,페냐,3 구자욱,2 (1-0),우익수 플라이 아웃,2사  0:0,이닝종료 0:0,0.40,0.118,-0.118,54.8%,-0.010
06-06,SSG,1회초,오원석,3 구자욱,4 (1-2),중견수 플라이 아웃,2사  0:0,이닝종료 0:0,0.40,0.119,-0.119,54.8%,-0.010
04-20,한화,1회초,황준서,3 구자욱,3 (0-2),루킹 삼진,2사  0:0,이닝종료 0:0,0.40,0.119,-0.119,54.8%,-0.010
06-08,키움,1회초,후라도,3 구자욱,4 (2-1),1루수 땅볼 아웃,2사  0:0,이닝종료 0:0,0.40,0.119,-0.119,54.8%,-0.010
04-21,한화,1회초,산체스,3 구자욱,1 (0-0),2루수 땅볼 아웃,2사  0:0,이닝종료 0:0,0.40,0.119,-0.119,54.8%,-0.010
06-25,LG,1회초,켈리,3 구자욱,3 (0-2),좌익수 파울플라이 아웃,2사  0:0,이닝종료 0:0,0.40,0.119,-0.119,54.8%,-0.010
06-26,LG,1회초,엔스,3 구자욱,5 (2-2),유격수 땅볼 아웃,2사  0:0,이닝종료 0:0,0.40,0.119,-0.119,54.8%,-0.010
06-30,KT,1회초,고영표,3 구자욱,2 (0-1),중견수 플라이 아웃,2사  0:0,이닝종료 0:0,0.40,0.118,-0.118,54.8%,-0.010
04-30,두산,1회초,곽빈,3 구자욱,5 (2-2),우익수 플라이 아웃,2사  0:0,이닝종료 0:0,0.40,0.118,-0.118,54.8%,-0.010
07-14,두산,1회초,발라조빅,3 구자욱,7 (2-2),헛스윙 삼진,2사  0:0,이닝종료 0:0,0.40,0.117,-0.117,54.8%,-0.010
07-17,KIA,1회초,양현종,3 구자욱,4 (1-2),루킹 삼진,2사  0:0,이닝종료 0:0,0.40,0.117,-0.117,54.8%,-0.010
05-02,두산,1회초,최원준,3 구자욱,2 (1-0),2루수 땅볼 아웃,2사  0:0,이닝종료 0:0,0.40,0.117,-0.117,54.8%,-0.010
04-13,NC,7회말,김영규,3 구자욱,5 (2-2),2루수 땅볼 아웃,2사  1:2,이닝종료 1:2,0.39,0.116,-0.116,74.8%,-0.010
04-24,LG,5회말,켈리,3 구자욱,3 (0-2),헛스윙 삼진,2사 1루 0:3,이닝종료 0:3,0.35,0.222,-0.222,86.7%,-0.010
05-24,롯데,7회초,홍민기,1 구자욱,4 (0-2),루킹 삼진,2사 1루 7:4,이닝종료 7:4,0.34,0.240,-0.240,12.4%,-0.010
04-18,두산,4회말,곽빈,3 구자욱,3 (2-0),유격수 땅볼 아웃,"2사 1,3루 0:5",이닝종료 0:5,0.34,0.560,-0.560,93.9%,-0.010
04-12,NC,3회말,카스타노,3 구자욱,1 (0-0),우익수 플라이 아웃,1사  6:1,2사  6:1,0.38,0.293,-0.175,8.2%,-0.009
06-27,LG,8회초,김대현,3 구자욱,2 (1-0),유격수 플라이 아웃,1사  2:0,2사  2:0,0.38,0.304,-0.183,15.6%,-0.009
06-28,KT,5회초,성재헌,3 구자욱,6 (2-2),헛스윙 삼진,1사  3:0,2사  3:0,0.35,0.304,-0.185,18.1%,-0.009
04-11,롯데,3회초,이인복,3 구자욱,3 (0-2),헛스윙 삼진,2사  2:0,이닝종료 2:0,0.34,0.116,-0.116,32.3%,-0.009
06-23,두산,8회말,김호준,3 구자욱,3 (1-1),선행주자아웃 출루,1사 만루 4:7,2사 만루 4:7,0.28,1.830,-0.969,97.5%,-0.009
04-23,LG,6회말,김대현,3 구자욱,1 (0-0),유격수 플라이 아웃,"2사 1,2루 3:7",이닝종료 3:7,0.32,0.490,-0.490,94.3%,-0.008
04-25,LG,8회말,김유영,3 구자욱,6 (3-2),유격수 땅볼 아웃,2사  5:2,이닝종료 5:2,0.31,0.119,-0.119,3.3%,-0.008
06-11,LG,6회말,백승현,3 구자욱,2 (1-0),3루수 파울플라이 아웃,2사 3루 1:5,이닝종료 1:5,0.29,0.413,-0.413,94.3%,-0.008
05-18,한화,2회말,조동욱,1 구자욱,2 (1-0),2루수 땅볼 아웃,무사 1루 1:4,1사 2루 1:4,0.74,0.977,-0.180,83.5%,-0.008
06-21,두산,3회말,최준호,3 구자욱,4 (1-2),2루수 땅볼 아웃,2사  1:3,이닝종료 1:3,0.31,0.120,-0.120,73.3%,-0.008
04-12,NC,8회말,송명기,3 구자욱,6 (2-2),루킹 삼진,무사 1루 8:2,1사 1루 8:2,0.34,0.984,-0.432,1.0%,-0.008
06-20,SSG,5회말,송영진,3 구자욱,6 (3-2),1루수 파울플라이 아웃,2사  0:2,이닝종료 0:2,0.29,0.121,-0.121,78.3%,-0.007
05-18,한화,6회말,윤대경,1 구자욱,3 (0-2),좌익수 플라이 아웃,2사  5:7,이닝종료 5:7,0.26,0.118,-0.118,81.9%,-0.007
06-25,LG,4회초,켈리,3 구자욱,2 (0-1),3루수 파울플라이 아웃,2사  0:4,이닝종료 0:4,0.25,0.119,-0.119,91.5%,-0.007
05-09,KIA,8회말,김도현,2 구자욱,1 (0-0),중견수 직선타 아웃,"2사 1,3루 2:5",이닝종료 2:5,0.24,0.517,-0.517,96.7%,-0.006
05-22,KT,8회말,이상동,1 구자욱,4 (1-2),헛스윙 삼진,무사  1:3,1사  1:3,0.23,0.560,-0.268,93.4%,-0.006
04-14,NC,5회말,이준호,3 구자욱,4 (1-2),우익수 방면 2루타,무사  2:6,1사  2:6,0.22,0.563,-0.268,92.8%,-0.006
04-28,키움,5회초,김성민,3 구자욱,4 (2-1),2루수 직선타 아웃,1사 만루 9:2,2사 만루 9:2,0.18,1.844,-0.981,1.9%,-0.006
07-04,KIA,9회말,황동하,3 구자욱,1 (0-0),1루수 땅볼 아웃,무사  8:3,1사  8:3,0.20,0.579,-0.278,0.3%,-0.005
06-13,LG,5회말,켈리,3 구자욱,1 (0-0),중견수 플라이 아웃,2사  2:5,이닝종료 2:5,0.18,0.120,-0.120,86.7%,-0.005
07-02,KIA,5회말,네일,3 구자욱,2 (1-0),중견수 플라이 아웃,2사  1:4,이닝종료 1:4,0.18,0.118,-0.118,86.7%,-0.005
06-16,NC,1회초,김시훈,3 구자욱,1 (0-0),1루수 땅볼 아웃,"무사 1,2루 0:0","1사 2,3루 0:0",1.87,1.667,-0.106,41.5%,-0.005
04-12,NC,6회말,카스타노,3 구자욱,3 (1-1),2루수 땅볼 아웃,무사  8:1,1사  8:1,0.18,0.562,-0.269,1.2%,-0.005
06-25,LG,7회초,켈리,3 구자욱,4 (0-2),유격수 플라이 아웃,2사  0:4,이닝종료 0:4,0.17,0.119,-0.119,97.2%,-0.005
07-17,KIA,9회초,전상현,3 구자욱,5 (2-2),선행주자아웃 출루,1사 1루 5:10,2사 1루 5:10,0.16,0.569,-0.340,99.9%,-0.005
07-13,두산,9회초,김택연,3 구자욱,2 (0-1),좌익수 플라이 아웃,1사  4:8,2사  4:8,0.17,0.301,-0.184,99.9%,-0.004
05-04,롯데,8회말,임준섭,3 구자욱,3 (0-2),3루수 직선타 아웃,무사  8:2,1사  8:2,0.16,0.585,-0.284,0.6%,-0.004
05-30,키움,7회말,박윤성,3 구자욱,7 (3-2),헛스윙 삼진,1사  0:3,2사  0:3,0.16,0.298,-0.179,93.4%,-0.004
06-20,SSG,8회말,서진용,3 구자욱,5 (2-2),루킹 삼진,1사 만루 0:4,2사 만루 0:4,0.12,1.841,-0.991,98.9%,-0.004
04-09,롯데,6회초,구승민,3 구자욱,4 (2-1),우익수 플라이 아웃,2사  5:1,이닝종료 5:1,0.13,0.105,-0.105,9.4%,-0.004
04-16,두산,8회말,김택연,3 구자욱,3 (1-1),좌익수 플라이 아웃,2사  5:7,이닝종료 5:7,0.12,0.119,-0.119,92.6%,-0.003
06-11,LG,8회말,김진성,3 구자욱,4 (1-2),2루수 땅볼 아웃,2사  4:6,이닝종료 4:6,0.12,0.119,-0.119,92.6%,-0.003
06-23,두산,6회말,김명신,3 구자욱,4 (2-1),우익수 플라이 아웃,1사  3:7,2사  3:7,0.13,0.303,-0.183,94.5%,-0.003
07-10,NC,2회말,카스타노,3 구자욱,1 (0-0),1루수 땅볼 아웃,2사  1:6,이닝종료 1:6,0.11,0.118,-0.118,90.9%,-0.003
04-11,롯데,9회초,정우준,3 구자욱,3 (0-2),우익수 플라이 아웃,2사 2루 4:0,이닝종료 4:0,0.09,0.392,-0.392,1.8%,-0.003
03-28,LG,5회초,손주영,3 구자욱,4 (1-2),좌익수 플라이 아웃,2사  0:6,이닝종료 0:6,0.09,0.108,-0.108,97.9%,-0.003
05-14,SSG,8회초,한두솔,2 구자욱,1 (0-0),선행주자아웃 출루,"무사 1,2루 0:9","1사 1,3루 0:9",0.07,1.667,-0.410,99.9%,-0.002
04-18,두산,7회말,김택연,3 구자욱,6 (3-2),중견수 플라이 아웃,무사  0:5,1사  0:5,0.05,0.536,-0.260,98.5%,-0.001
05-17,한화,7회말,한승혁,1 구자욱,5 (3-1),2루수 땅볼 아웃,무사 2루 2:5,1사 3루 2:5,0.26,1.293,-0.276,95.7%,-0.001
04-17,두산,4회말,최준호,3 구자욱,5 (2-2),헛스윙 삼진,1사  1:8,2사  1:8,0.04,0.276,-0.168,98.0%,-0.001
06-21,두산,7회말,정철원,3 구자욱,6 (2-2),유격수 플라이 아웃,1사  2:7,2사  2:7,0.04,0.302,-0.182,98.4%,-0.001
04-14,NC,7회말,최성영,3 구자욱,4 (1-2),1루수 땅볼 아웃,1사 1루 2:7,2사 2루 2:7,0.08,0.549,-0.159,98.6%,-0.001
05-19,한화,3회말,류현진,1 구자욱,6 (1-2),좌익수 플라이 아웃,2사 1루 12:0,이닝종료 12:0,0.03,0.242,-0.242,0.4%,-0.001
04-24,LG,7회말,김대현,3 구자욱,5 (2-2),우익수 플라이 아웃,무사  0:6,1사  0:6,0.03,0.540,-0.265,99.3%,-0.001
07-12,두산,9회초,박치국,3 구자욱,4 (1-2),유격수 땅볼 아웃,무사 2루 8:5,1사 3루 8:5,0.16,1.261,-0.214,2.4%,-0.001
05-04,롯데,9회말,박진,3 구자욱,6 (3-2),헛스윙 삼진,"2사 1,2루 9:2",이닝종료 9:2,0.02,0.476,-0.476,0.0%,-0.001
05-19,한화,6회말,장시환,1 구자욱,4 (1-2),좌익수 플라이 아웃,무사  12:0,1사  12:0,0.03,0.564,-0.269,0.1%,-0.001
05-01,두산,8회초,이영하,3 구자욱,4 (2-1),좌익수 플라이 아웃,2사 1루 9:2,이닝종료 9:2,0.01,0.231,-0.231,0.5%,0.000
05-14,SSG,9회초,박민호,2 구자욱,5 (2-2),중견수 플라이 아웃,2사 1루 2:9,이닝종료 2:9,0.01,0.233,-0.233,100.0%,0.000
03-30,SSG,5회말,엘리아스,3 구자욱,3 (0-2),낫아웃 폭투 출루,2사  6:3,2사 1루 6:3,0.40,0.106,0.000,14.4%,0.000
04-14,NC,8회말,송명기,3 구자욱,5 (3-1),좌익수 플라이 아웃,2사  5:12,이닝종료 5:12,0.00,0.118,-0.118,99.9%,0.000
05-28,키움,5회말,후라도,3 구자욱,3 (0-2),낫아웃 포일 출루,1사 2루 2:2,"1사 1,3루 2:2",1.64,0.789,0.000,59.2%,0.000
05-24,롯데,9회초,정우준,1 구자욱,6 (3-2),4구,무사  11:4,무사 1루 11:4,0.01,0.562,0.419,0.1%,0.000
03-24,KT,7회초,성재헌,3 구자욱,4 (3-0),4구,2사  9:1,2사 1루 9:1,0.01,0.104,0.117,0.5%,0.000
