Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
05-16,SSG,5회초,김광현,1 김지찬,4 (1-2),유격수 플라이 아웃,무사 1루 1:3,1사 1루 1:3,1.93,0.994,-0.433,75.1%,-0.044
05-31,한화,4회말,한승혁,1 김지찬,5 (2-2),우익수 플라이 아웃,2사 2루 5:4,이닝종료 5:4,1.54,0.395,-0.395,35.9%,-0.044
07-03,KIA,8회말,최지민,1 김지찬,4 (2-1),투수 땅볼 아웃,무사  6:4,1사  6:4,1.71,0.580,-0.278,11.9%,-0.043
08-02,SSG,8회말,노경은,1 김지찬,4 (2-1),좌익수 플라이 아웃,무사  3:1,1사  3:1,1.71,0.592,-0.287,11.9%,-0.043
06-08,키움,4회초,후라도,1 김지찬,5 (2-2),유격수 땅볼 아웃,"2사 2,3루 2:6",이닝종료 2:6,1.43,0.605,-0.605,91.5%,-0.043
06-16,NC,5회초,김시훈,1 김지찬,2 (0-1),2루수 직선타 아웃,1사 1루 1:2,2사 1루 1:2,1.69,0.561,-0.322,67.8%,-0.041
07-14,두산,3회초,발라조빅,1 김지찬,1 (0-0),2루수 플라이 아웃,1사 2루 0:1,2사 2루 0:1,1.45,0.803,-0.408,63.4%,-0.040
08-01,LG,6회초,임찬규,1 김지찬,3 (2-0),2루수 직선타 아웃,"무사 1,3루 2:0","1사 1,3루 2:0",0.94,2.038,-0.711,16.6%,-0.040
07-23,한화,2회초,바리아,1 김지찬,7 (3-2),헛스윙 삼진,"2사 1,2루 1:0",이닝종료 1:0,1.54,0.481,-0.481,44.0%,-0.040
07-24,한화,2회초,류현진,1 김지찬,2 (0-1),투수 땅볼 아웃,"2사 1,2루 1:0",이닝종료 1:0,1.54,0.481,-0.481,44.0%,-0.040
03-27,LG,7회초,이지강,1 김지찬,7 (2-2),중견수 플라이 아웃,무사  2:2,1사  2:2,1.54,0.535,-0.260,53.9%,-0.039
06-26,LG,7회초,정우영,5 김지찬,3 (1-1),유격수 땅볼 아웃,무사  0:0,1사  0:0,1.54,0.577,-0.274,53.9%,-0.039
06-30,KT,8회초,김민,1 김지찬,2 (0-1),중견수 플라이 아웃,1사  1:2,2사  1:2,1.57,0.304,-0.186,84.2%,-0.039
03-27,LG,2회초,최원태,1 김지찬,2 (0-1),중견수 플라이 아웃,2사 3루 0:1,이닝종료 0:1,1.39,0.415,-0.415,65.8%,-0.038
05-17,한화,3회말,황준서,9 김지찬,4 (2-1),좌익수 플라이 아웃,무사 1루 1:1,1사 1루 1:1,1.61,0.977,-0.426,55.7%,-0.037
04-26,키움,3회초,김인범,1 김지찬,3 (0-2),유격수 직선타 아웃,2사 2루 0:0,이닝종료 0:0,1.30,0.386,-0.386,55.5%,-0.037
05-10,NC,3회초,하트,1 김지찬,4 (2-1),좌익수 플라이 아웃,2사 2루 0:0,이닝종료 0:0,1.30,0.392,-0.392,55.5%,-0.037
04-27,키움,7회초,김재웅,1 김지찬,1 (0-0),선행주자아웃 출루,무사 1루 1:0,1사 1루 1:0,1.52,0.993,-0.428,30.3%,-0.035
04-25,LG,6회말,최원태,1 김지찬,2 (0-1),유격수 플라이 아웃,무사  2:0,1사  2:0,1.38,0.569,-0.270,22.0%,-0.035
05-28,키움,7회말,후라도,1 김지찬,1 (0-0),1루수 희생번트 아웃,무사 1루 3:2,1사 2루 3:2,3.09,0.986,-0.197,40.2%,-0.035
07-04,KIA,8회말,황동하,1 김지찬,3 (1-1),2루수 땅볼 아웃,1사  3:3,2사  3:3,1.39,0.302,-0.184,52.6%,-0.035
04-13,NC,3회말,하트,1 김지찬,2 (1-0),선행주자아웃 출루,1사 1루 1:0,2사 1루 1:0,1.43,0.551,-0.314,40.2%,-0.035
04-21,한화,5회초,산체스,1 김지찬,4 (1-2),3루수 땅볼 아웃,1사 2루 0:3,2사 2루 0:3,1.24,0.783,-0.386,85.9%,-0.035
05-09,KIA,5회말,네일,1 김지찬,3 (0-2),3루수 땅볼 아웃,무사  2:1,1사  2:1,1.36,0.588,-0.288,37.8%,-0.034
03-23,KT,9회초,박영현,1 김지찬,3 (0-2),3루수 땅볼 아웃,2사  2:2,이닝종료 2:2,1.32,0.104,-0.104,63.7%,-0.034
04-30,두산,7회초,최지강,1 김지찬,7 (3-2),헛스윙 삼진,"1사 1,2루 0:4","2사 1,2루 0:4",1.49,1.065,-0.572,94.6%,-0.034
