Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
07-30,LG,5회초,엔스,9 김현준,1 (0-0),사구,1사 2루 3:1,"1사 1,2루 3:1",0.97,0.807,0.293,21.7%,0.012
07-27,KT,6회말,성재헌,8 김현준,2 (0-1),우익수 방면 1루타,1사  1:3,1사 1루 1:3,0.37,0.301,0.268,84.9%,0.014
04-14,NC,4회말,이재학,8 김현준,3 (2-0),좌익수 방면 1루타,1사  2:4,1사 1루 2:4,0.44,0.295,0.254,79.0%,0.017
07-27,KT,2회말,벤자민,8 김현준,8 (3-2),4구,2사 1루 0:0,"2사 1,2루 0:0",0.84,0.231,0.256,54.5%,0.021
08-07,한화,5회말,류현진,1 김현준,1 (0-0),우익수 방면 2루타,1사  6:1,1사 2루 6:1,0.33,0.307,0.508,8.0%,0.022
07-28,KT,1회말,조이현,2 김현준,5 (3-1),투수 방면 내야 안타,1사  0:0,1사 1루 0:0,0.62,0.302,0.272,55.0%,0.024
08-01,LG,4회초,임찬규,9 김현준,3 (1-1),중견수 방면 1루타,무사  2:0,무사 1루 2:0,0.69,0.592,0.444,24.0%,0.027
07-20,롯데,4회말,박진,8 김현준,4 (2-1),좌익수 방면 2루타,무사  4:7,무사 2루 4:7,0.41,0.588,0.688,89.2%,0.029
07-23,한화,4회초,바리아,8 김현준,5 (3-1),우익수 방면 1루타,무사 1루 3:0,"무사 1,2루 3:0",0.80,1.026,0.647,13.4%,0.029
04-04,키움,8회말,조상우,1 김현준,5 (3-1),4구,1사 1루 5:1,"1사 1,2루 5:1",0.75,0.542,0.450,7.5%,0.031
07-24,한화,7회초,류현진,9 김현준,4 (1-2),좌익수 희생플라이 아웃,"1사 1,3루 1:0",2사 1루 2:0,2.08,1.305,-0.078,19.9%,0.031
03-27,LG,2회초,최원태,8 김현준,5 (3-1),4구,무사 2루 0:1,"무사 1,2루 0:1",1.37,1.260,0.361,50.4%,0.037
05-09,KIA,7회말,곽도규,9 김현준,4 (3-0),4구,1사  2:2,1사 1루 2:2,1.15,0.301,0.269,59.0%,0.040
08-04,SSG,3회말,김광현,8 김현준,1 (0-0),중견수 방면 1루타,1사 2루 2:3,"1사 1,3루 2:3",1.13,0.801,0.507,73.2%,0.044
07-21,롯데,5회말,반즈,9 김현준,2 (0-1),중견수 방면 1루타,무사  4:1,무사 1루 4:1,1.02,0.588,0.437,23.1%,0.044
07-27,KT,5회말,벤자민,8 김현준,4 (2-1),중견수 방면 1루타,무사  1:0,무사 1루 1:0,1.36,0.587,0.435,46.7%,0.055
04-09,롯데,5회초,나균안,1 김현준,2 (0-1),좌익수 방면 2루타,1사  0:1,1사 2루 0:1,0.91,0.273,0.494,61.5%,0.058
