Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
07-03,KIA,5회말,알드레드,8 류지혁,1 (0-0),사구,1사 1루 3:1,"1사 1,2루 3:1",1.66,0.564,0.503,34.1%,0.053
03-23,KT,10회초,박영현,7 류지혁,6 (3-2),4구,1사 만루 3:2,1사 만루 4:2,1.70,1.654,1.000,4.5%,0.055
04-26,키움,8회초,김재웅,5 류지혁,1 (0-0),중견수 방면 1루타,"1사 1,2루 2:0","1사 1,2루 3:0",1.02,0.969,1.000,5.9%,0.056
05-10,NC,7회초,하트,7 류지혁,3 (0-2),좌익수 방면 1루타,"2사 1,2루 0:1",2사 만루 0:1,3.26,0.497,0.455,64.9%,0.058
06-09,키움,1회초,헤이수스,1 류지혁,6 (3-2),중견수 방면 2루타,무사  0:0,무사 2루 0:0,0.87,0.563,0.721,44.1%,0.059
06-04,SSG,8회초,조병현,7 류지혁,1 (0-0),중견수 방면 1루타,1사  0:1,1사 1루 0:1,1.57,0.297,0.257,74.2%,0.061
06-06,SSG,4회초,오원석,6 류지혁,6 (3-2),4구,무사 1루 0:3,"무사 1,2루 0:3",1.51,0.980,0.669,71.9%,0.062
04-24,LG,1회말,켈리,5 류지혁,2 (0-1),우익수 방면 1루타,"2사 1,2루 0:0",이닝종료 0:1,1.62,0.483,-0.483,60.5%,0.064
04-25,LG,7회말,김진성,5 류지혁,4 (2-1),우익수 뒤 홈런,무사 1루 5:0,무사  5:2,0.81,0.977,1.591,12.4%,0.068
03-23,KT,7회초,이상동,7 류지혁,5 (2-2),좌익수 방면 1루타,무사  1:2,무사 1루 1:2,1.73,0.529,0.417,62.5%,0.070
07-14,두산,7회초,이교훈,8 류지혁,3 (2-0),우익수 방면 1루타,무사  1:2,무사 1루 1:2,1.73,0.581,0.429,62.5%,0.070
05-16,SSG,4회초,김광현,6 류지혁,2 (1-0),좌익수 방면 1루타,"무사 1,3루 0:2","무사 1,2루 1:2",2.23,1.946,0.709,50.6%,0.074
05-18,한화,1회말,조동욱,5 류지혁,5 (2-2),우익수 방면 1루타,1사 만루 1:0,2사 1루 1:2,2.74,1.772,0.467,62.5%,0.075
07-21,롯데,8회말,김상수,7 류지혁,2 (0-1),투수 방면 번트 내야 안타,1사 1루 5:3,"1사 1,2루 5:3",2.34,0.571,0.535,25.1%,0.079
03-24,KT,1회초,엄상백,7 류지혁,5 (3-1),4구,2사 만루 1:0,2사 만루 2:0,2.54,0.937,1.000,29.4%,0.087
07-26,KT,8회말,김민,8 류지혁,2 (1-0),우익수 방면 1루타,무사 1루 4:1,"무사 1,2루 4:1",1.98,1.025,0.638,22.3%,0.090
07-19,롯데,7회말,한현희,1 류지혁,12 (3-2),우익수 방면 1루타,1사 3루 5:3,1사 1루 5:4,2.10,1.047,0.522,36.5%,0.090
05-02,두산,9회초,홍건희,5 류지혁,3 (2-0),우익수 방면 1루타,"2사 1,2루 3:2","2사 1,3루 4:2",1.25,0.476,1.041,7.4%,0.094
08-04,SSG,1회말,김광현,6 류지혁,3 (2-0),좌익수 방면 1루타,"2사 1,3루 2:1","2사 1,2루 2:2",1.84,0.530,0.972,54.2%,0.096
