Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
05-19,한화,2회말,류현진,6 이재현,6 (2-2),낫아웃 삼진,2사  6:0,이닝종료 6:0,0.16,0.117,-0.117,5.8%,-0.004
04-18,두산,6회말,홍건희,2 이재현,5 (2-2),헛스윙 삼진,2사 2루 0:5,이닝종료 0:5,0.14,0.387,-0.387,97.0%,-0.004
04-14,NC,4회말,이준호,2 이재현,4 (1-2),헛스윙 삼진,2사  2:6,이닝종료 2:6,0.14,0.118,-0.118,90.0%,-0.004
05-17,한화,7회말,한승주,6 이재현,4 (2-1),중견수 플라이 아웃,"2사 1,3루 2:7",이닝종료 2:7,0.11,0.571,-0.571,98.3%,-0.003
06-13,LG,8회말,켈리,2 이재현,2 (1-0),중견수 플라이 아웃,무사 1루 3:5,1사 2루 3:5,0.36,0.982,-0.189,94.6%,-0.003
06-23,두산,7회말,김명신,7 이재현,8 (1-2),우익수 플라이 아웃,2사  4:7,이닝종료 4:7,0.11,0.119,-0.119,93.1%,-0.003
04-24,LG,6회말,김대현,2 이재현,3 (0-2),좌익수 플라이 아웃,"2사 1,3루 0:6",이닝종료 0:6,0.10,0.565,-0.565,98.4%,-0.003
06-28,KT,7회초,주권,2 이재현,2 (1-0),유격수 땅볼 아웃,2사  4:0,이닝종료 4:0,0.11,0.119,-0.119,6.9%,-0.003
06-20,SSG,8회말,서진용,2 이재현,2 (1-0),선행주자아웃 출루,무사 만루 0:4,1사 만루 0:4,0.07,2.622,-0.781,99.3%,-0.003
07-10,NC,4회말,카스타노,2 이재현,5 (2-2),헛스윙 삼진,2사 1루 1:7,이닝종료 1:7,0.10,0.234,-0.234,96.4%,-0.003
07-12,두산,8회초,박치국,1 이재현,4 (1-2),우익수 플라이 아웃,2사  8:4,이닝종료 8:4,0.07,0.116,-0.116,4.2%,-0.002
06-18,SSG,9회말,이로운,3 이재현,4 (1-2),2루수 땅볼 아웃,2사 1루 8:3,이닝종료 8:3,0.05,0.239,-0.239,0.0%,-0.002
04-17,두산,4회말,최준호,2 이재현,6 (3-2),헛스윙 삼진,무사  1:8,1사  1:8,0.06,0.536,-0.260,98.1%,-0.002
05-19,한화,4회말,류현진,6 이재현,5 (2-2),루킹 삼진,"2사 1,2루 12:0",이닝종료 12:0,0.06,0.510,-0.510,0.2%,-0.001
06-21,두산,7회말,정철원,2 이재현,5 (3-1),중견수 플라이 아웃,무사  2:7,1사  2:7,0.05,0.574,-0.272,98.5%,-0.001
05-14,SSG,8회초,한두솔,5 이재현,8 (2-2),2루수 땅볼 아웃,2사 만루 0:9,이닝종료 0:9,0.04,0.937,-0.937,100.0%,-0.001
04-17,두산,6회말,최준호,2 이재현,2 (0-1),2루수 땅볼 아웃,무사  1:9,1사  1:9,0.02,0.536,-0.260,99.6%,0.000
05-10,NC,8회초,김재열,5 이재현,5 (2-2),헛스윙 삼진,2사  3:10,이닝종료 3:10,0.01,0.112,-0.112,99.9%,0.000
04-28,키움,7회초,김동혁,2 이재현,5 (2-2),낫아웃 삼진,2사  10:2,이닝종료 10:2,0.01,0.119,-0.119,0.5%,0.000
07-18,KIA,9회초,김사윤,2 이재현,6 (3-2),헛스윙 삼진,2사  4:10,이닝종료 4:10,0.00,0.117,-0.117,100.0%,0.000
08-03,SSG,8회말,장지훈,6 이재현,3 (1-1),3루수 땅볼 아웃,무사  4:12,1사  4:12,0.00,0.593,-0.289,100.0%,0.000
06-19,SSG,8회말,박민호,2 이재현,3 (1-1),중견수 방면 2루타,무사 1루 2:11,무사 2루 2:12,0.00,0.992,1.304,100.0%,0.000
04-27,키움,9회초,이명종,2 이재현,2 (1-0),중견수 희생플라이 아웃,무사 만루 9:0,"1사 2,3루 10:0",0.00,2.622,-0.070,0.0%,0.000
08-01,LG,9회초,최동환,3 이재현,5 (3-1),4구,1사  7:0,1사 1루 7:0,0.00,0.305,0.276,0.1%,0.000
08-03,SSG,6회말,이건욱,6 이재현,5 (3-1),4구,2사  2:10,2사 1루 2:10,0.01,0.117,0.121,99.6%,0.000
05-01,두산,8회초,이영하,2 이재현,4 (3-0),4구,2사  9:2,2사 1루 9:2,0.01,0.116,0.115,0.4%,0.000
08-04,SSG,8회말,한두솔,7 이재현,7 (3-2),중견수 방면 1루타,2사  3:8,2사 1루 3:8,0.01,0.118,0.121,99.5%,0.000
05-04,롯데,9회말,박진,2 이재현,2 (0-1),좌익수 방면 1루타,2사 1루 9:2,"2사 1,2루 9:2",0.01,0.226,0.250,0.1%,0.000
04-28,키움,9회초,박윤성,2 이재현,3 (2-0),중견수 방면 2루타,1사  11:5,1사 2루 11:5,0.01,0.302,0.491,0.2%,0.001
07-30,LG,9회초,이상영,3 이재현,3 (1-1),사구,"1사 1,2루 7:1",1사 만루 7:1,0.03,1.100,0.841,0.2%,0.001
04-14,NC,7회말,최성영,2 이재현,3 (2-0),좌익수 방면 1루타,1사  2:7,1사 1루 2:7,0.04,0.295,0.254,98.6%,0.001
05-16,SSG,9회초,한두솔,5 이재현,,자동 고의4구,"2사 2,3루 6:3",2사 만루 6:3,0.30,0.622,0.234,3.1%,0.002
07-14,두산,9회초,박정수,2 이재현,4 (2-1),사구,2사  5:2,2사 1루 5:2,0.07,0.117,0.112,3.7%,0.002
04-23,LG,6회말,김대현,2 이재현,4 (3-0),4구,2사 1루 3:7,"2사 1,2루 3:7",0.16,0.225,0.265,95.1%,0.004
07-11,NC,8회말,김재열,2 이재현,4 (3-0),4구,"2사 1,3루 4:6",2사 만루 4:6,0.51,0.521,0.284,94.5%,0.004
07-10,NC,6회말,최성영,2 이재현,2 (0-1),좌익수 방면 2루타,1사 1루 3:9,"1사 2,3루 3:9",0.06,0.562,0.971,99.2%,0.005
04-24,LG,5회말,켈리,2 이재현,2 (0-1),중견수 방면 1루타,2사  0:3,2사 1루 0:3,0.18,0.107,0.115,87.6%,0.005
06-21,두산,5회말,최준호,2 이재현,5 (3-1),4구,2사  2:5,2사 1루 2:5,0.18,0.120,0.117,87.6%,0.005
08-01,LG,8회초,김영준,3 이재현,3 (2-0),좌익수 방면 1루타,무사  4:0,무사 1루 4:0,0.13,0.592,0.444,3.0%,0.005
06-23,두산,8회말,이병헌,2 이재현,4 (2-1),좌익수 방면 1루타,2사 1루 4:6,"2사 1,2루 4:6",0.23,0.234,0.248,93.8%,0.005
07-10,NC,8회말,전루건,2 이재현,5 (2-2),중견수 방면 1루타,1사 2루 6:10,1사 1루 6:11,0.07,0.802,0.761,99.5%,0.006
04-28,키움,4회초,하영민,2 이재현,6 (3-2),4구,1사 2루 6:2,"1사 1,2루 6:2",0.48,0.793,0.252,10.6%,0.006
06-27,LG,7회초,이우찬,8 이재현,4 (3-0),4구,2사  2:0,2사 1루 2:0,0.31,0.120,0.118,19.9%,0.008
04-27,키움,8회초,전준표,2 이재현,4 (2-1),중견수 방면 1루타,2사 3루 5:0,2사 1루 6:0,0.12,0.411,0.828,0.9%,0.009
07-19,롯데,6회말,김진욱,2 이재현,5 (3-1),4구,2사  4:0,2사 1루 4:0,0.25,0.115,0.111,7.3%,0.010
04-28,키움,5회초,김성민,2 이재현,5 (2-2),우익수 방면 1루타,1사 만루 8:2,1사 만루 9:2,0.30,1.844,1.000,1.4%,0.010
06-20,SSG,7회말,이로운,2 이재현,8 (3-2),4구,1사  0:2,1사 1루 0:2,0.31,0.303,0.262,89.0%,0.011
07-27,KT,1회말,벤자민,3 이재현,5 (2-2),우익수 방면 1루타,2사  0:0,2사 1루 0:0,0.40,0.116,0.116,52.2%,0.012
04-19,한화,6회초,페냐,2 이재현,5 (2-2),좌익수 방면 1루타,2사  0:3,2사 1루 0:3,0.34,0.118,0.124,89.3%,0.012
04-14,NC,3회말,이재학,2 이재현,6 (3-2),4구,2사 2루 1:0,"2사 1,2루 1:0",1.39,0.390,0.119,42.7%,0.013
04-16,두산,5회말,박소준,2 이재현,5 (3-1),4구,무사  2:5,무사 1루 2:5,0.36,0.566,0.421,90.1%,0.014
04-27,키움,3회초,후라도,2 이재현,5 (2-2),투수 방면 내야 안타,2사  0:0,2사 1루 0:0,0.46,0.121,0.118,52.9%,0.014
07-30,LG,5회초,엔스,3 이재현,5 (3-1),4구,"2사 1,2루 4:1",2사 만루 4:1,0.90,0.496,0.326,14.9%,0.014
06-14,NC,3회초,신민혁,2 이재현,5 (2-2),중견수 방면 1루타,2사  1:2,2사 1루 1:2,0.46,0.118,0.121,64.4%,0.015
05-24,롯데,3회초,나균안,6 이재현,5 (3-1),4구,무사  5:1,무사 1루 5:1,0.38,0.562,0.419,12.3%,0.015
06-19,SSG,7회말,최민준,2 이재현,5 (3-1),4구,1사 1루 2:4,"1사 1,2루 2:4",0.54,0.564,0.484,90.5%,0.015
06-30,KT,4회초,고영표,5 이재현,9 (3-2),4구,2사  0:0,2사 1루 0:0,0.51,0.118,0.117,53.2%,0.015
05-23,KT,8회말,김민,7 이재현,7 (3-2),중견수 방면 1루타,2사 1루 6:2,"2사 1,3루 6:2",0.36,0.238,0.328,4.0%,0.015
07-30,LG,4회초,엔스,3 이재현,10 (3-2),중견수 방면 1루타,2사  0:1,2사 1루 0:1,0.51,0.116,0.121,65.8%,0.016
05-08,KIA,5회말,양현종,7 이재현,5 (2-2),우익수 방면 1루타,2사  0:0,2사 1루 0:0,0.58,0.115,0.111,53.1%,0.017
04-24,LG,3회말,켈리,2 이재현,2 (0-1),중견수 방면 1루타,1사  0:2,1사 1루 0:2,0.45,0.275,0.261,76.9%,0.017
07-23,한화,2회초,바리아,9 이재현,4 (3-0),4구,2사 1루 1:0,"2사 1,2루 1:0",0.76,0.227,0.254,40.1%,0.018
07-18,KIA,7회초,김승현,2 이재현,5 (3-1),좌익수 방면 2루타,1사 1루 3:9,"1사 2,3루 3:9",0.24,0.569,1.011,96.5%,0.019
07-27,KT,5회말,벤자민,3 이재현,3 (0-2),우익수 희생플라이 아웃,1사 만루 1:0,"2사 2,3루 1:1",3.81,1.941,-0.310,57.8%,0.019
07-13,두산,6회초,홍건희,2 이재현,7 (3-2),4구,2사  4:5,2사 1루 4:5,0.67,0.117,0.112,70.5%,0.021
07-21,롯데,3회말,반즈,2 이재현,5 (2-2),중견수 방면 1루타,2사 1루 1:1,"2사 1,2루 1:1",0.92,0.227,0.255,54.8%,0.022
06-15,NC,9회초,김재열,2 이재현,5 (3-1),4구,1사 2루 4:4,"1사 1,2루 4:4",3.27,0.796,0.248,41.9%,0.023
05-04,롯데,5회말,윌커슨,2 이재현,6 (3-2),중견수 방면 2루타,2사  1:2,2사 2루 1:2,0.42,0.115,0.278,69.6%,0.023
07-13,두산,3회초,시라카와,2 이재현,6 (3-2),4구,1사 1루 0:5,"1사 1,2루 0:5",0.66,0.569,0.522,88.5%,0.023
07-17,KIA,5회초,양현종,2 이재현,4 (1-2),좌익수 방면 2루타,1사 3루 3:9,1사 2루 4:9,0.40,1.043,0.770,93.2%,0.023
04-24,LG,1회말,켈리,2 이재현,5 (3-1),4구,1사  0:0,1사 1루 0:0,0.62,0.275,0.261,55.0%,0.024
05-22,KT,2회말,쿠에바스,6 이재현,2 (0-1),투수 방면 내야 안타,무사  0:2,무사 1루 0:2,0.62,0.560,0.419,77.4%,0.024
06-19,SSG,1회말,오원석,2 이재현,7 (2-2),유격수 송구실책 출루,1사  0:0,1사 1루 0:0,0.62,0.302,0.261,55.0%,0.024
07-02,KIA,1회말,네일,2 이재현,5 (3-1),4구,1사  0:0,1사 1루 0:0,0.62,0.303,0.262,55.0%,0.024
06-15,NC,1회초,하트,2 이재현,4 (1-2),좌익수 방면 1루타,1사  0:0,1사 1루 0:0,0.62,0.299,0.263,49.8%,0.024
04-28,키움,1회초,하영민,2 이재현,5 (3-1),4구,1사  0:0,1사 1루 0:0,0.62,0.302,0.258,49.8%,0.024
07-18,KIA,1회초,알드레드,2 이재현,6 (3-2),4구,1사  0:0,1사 1루 0:0,0.62,0.301,0.268,49.8%,0.024
07-30,LG,7회초,이지강,3 이재현,4 (1-2),중견수 방면 1루타,2사 3루 5:1,2사 1루 6:1,0.35,0.429,0.808,3.4%,0.025
07-10,NC,1회말,카스타노,2 이재현,5 (3-1),4구,1사  1:0,1사 1루 1:0,0.65,0.302,0.260,44.8%,0.026
04-20,한화,6회초,장시환,2 이재현,7 (3-2),중견수 방면 1루타,1사  1:0,1사 1루 1:0,0.72,0.296,0.257,33.6%,0.027
07-12,두산,4회초,이병헌,1 이재현,5 (3-1),중견수 희생플라이 아웃,1사 3루 5:4,2사  6:4,1.46,1.047,0.069,29.7%,0.027
08-04,SSG,1회말,김광현,7 이재현,2 (1-0),사구,"2사 1,2루 2:2",2사 만루 2:2,1.62,0.501,0.324,57.1%,0.029
05-25,롯데,5회초,김진욱,6 이재현,4 (0-2),중견수 방면 1루타,무사  0:4,무사 1루 0:4,0.66,0.563,0.418,87.0%,0.030
06-18,SSG,5회말,앤더슨,3 이재현,3 (1-1),중견수 방면 1루타,2사 1루 5:2,"2사 1,3루 5:2",0.84,0.239,0.295,18.7%,0.030
05-03,롯데,2회말,나균안,6 이재현,7 (3-2),4구,무사  0:1,무사 1루 0:1,0.77,0.585,0.436,68.9%,0.031
05-24,롯데,8회초,최이준,6 이재현,5 (2-2),좌익수 방면 2루타,1사 만루 7:4,"1사 2,3루 9:4",0.67,1.770,1.826,1.1%,0.033
06-14,NC,7회초,김재열,2 이재현,2 (0-1),좌익수 방면 1루타,2사 1루 4:4,"2사 1,2루 4:4",1.47,0.239,0.268,51.3%,0.034
04-16,두산,3회말,박소준,2 이재현,2 (1-0),좌익수 방면 1루타,무사 1루 0:2,"무사 1,2루 0:2",0.97,0.987,0.690,82.7%,0.036
06-16,NC,5회초,김시훈,2 이재현,6 (3-2),우익수 방면 1루타,2사 1루 1:2,"2사 1,3루 1:2",1.16,0.239,0.285,64.0%,0.038
04-21,한화,7회초,한승혁,2 이재현,6 (3-2),4구,1사 2루 2:3,"1사 1,2루 2:3",2.41,0.783,0.221,62.1%,0.038
06-14,NC,1회초,신민혁,2 이재현,3 (1-1),우익수 방면 2루타,1사  0:0,1사 2루 0:0,0.62,0.299,0.497,48.2%,0.040
04-27,키움,1회초,후라도,2 이재현,3 (0-2),우익수 방면 2루타,1사  0:0,1사 2루 0:0,0.62,0.303,0.503,48.2%,0.040
06-27,LG,3회초,이상영,8 이재현,4 (0-2),중견수 방면 1루타,무사  0:0,무사 1루 0:0,0.99,0.580,0.420,46.0%,0.040
05-21,KT,2회말,육청명,6 이재현,3 (2-0),중견수 방면 1루타,무사  1:0,무사 1루 1:0,0.99,0.562,0.422,48.1%,0.041
06-18,SSG,7회말,조병현,3 이재현,9 (2-2),중견수 방면 1루타,2사 2루 6:2,2사 1루 6:3,0.61,0.397,0.842,9.3%,0.041
06-30,KT,9회초,박영현,5 이재현,5 (3-1),4구,2사  1:2,2사 1루 1:2,1.41,0.118,0.117,92.1%,0.043
05-17,한화,5회말,황준서,6 이재현,3 (0-2),좌익수 방면 1루타,무사  1:1,무사 1루 1:1,1.17,0.559,0.418,61.2%,0.046
06-15,NC,4회초,하트,2 이재현,3 (1-1),좌익수 방면 1루타,무사  0:1,무사 1루 0:1,1.14,0.569,0.413,57.9%,0.047
05-12,NC,5회초,이재학,9 이재현,8 (3-2),4구,1사 1루 2:2,"1사 1,2루 2:2",1.59,0.581,0.544,45.0%,0.047
05-10,NC,5회초,하트,5 이재현,5 (2-2),3루수 포구실책 출루,무사  0:0,무사 1루 0:0,1.19,0.552,0.421,45.3%,0.047
07-23,한화,7회초,이민우,9 이재현,5 (2-2),좌익수 방면 1루타,1사  3:4,1사 1루 3:4,1.25,0.302,0.268,69.0%,0.049
08-08,한화,9회말,주현상,7 이재현,1 (0-0),좌익수 뒤 홈런,무사  6:3,무사  6:4,0.91,0.597,1.000,9.1%,0.050
04-13,NC,6회말,하트,5 이재현,5 (2-2),중견수 방면 1루타,무사  1:1,무사 1루 1:1,1.32,0.560,0.419,62.6%,0.051
04-13,NC,8회말,김재열,5 이재현,4 (1-2),좌익수 방면 1루타,1사  4:2,1사 1루 4:2,1.15,0.292,0.259,17.2%,0.053
08-07,한화,7회말,이상규,8 이재현,5 (1-2),좌익수 방면 1루타,2사 2루 6:8,2사 1루 6:9,0.60,0.395,0.844,93.7%,0.054
06-16,NC,1회초,김시훈,2 이재현,4 (2-1),좌익수 방면 1루타,무사 1루 0:0,"무사 1,2루 0:0",1.44,0.979,0.688,41.0%,0.055
05-08,KIA,10회말,최지민,7 이재현,5 (3-1),4구,1사  2:2,1사 1루 2:2,1.80,0.301,0.268,63.5%,0.055
04-17,두산,2회말,김호준,2 이재현,8 (3-2),중견수 방면 2루타,2사 3루 0:3,2사 2루 0:4,0.75,0.419,0.968,87.6%,0.056
05-11,NC,2회초,김시훈,5 이재현,3 (2-0),중견수 방면 2루타,무사  0:0,무사 2루 0:0,0.93,0.554,0.745,43.7%,0.063
05-18,한화,5회말,윤대경,6 이재현,6 (3-2),우익수 방면 1루타,2사 2루 4:6,2사 1루 4:7,0.80,0.395,0.844,87.6%,0.071
04-13,NC,9회말,이용찬,5 이재현,7 (3-2),3루수 방면 내야 안타,2사 1루 4:3,"2사 1,2루 4:3",3.49,0.238,0.268,17.1%,0.073
04-13,NC,4회말,하트,5 이재현,3 (1-1),중견수 방면 1루타,1사 3루 1:0,1사 1루 1:1,1.85,1.018,0.534,56.2%,0.076
08-04,SSG,4회말,김택형,7 이재현,4 (3-0),좌익수 방면 1루타,"2사 1,2루 2:4","2사 1,2루 2:5",1.14,0.501,1.000,86.0%,0.076
05-16,SSG,4회초,김광현,5 이재현,6 (2-2),좌익수 방면 1루타,무사 2루 0:2,"무사 1,3루 0:2",1.54,1.289,0.657,58.1%,0.083
05-24,롯데,1회초,나균안,6 이재현,2 (0-1),우익수 방면 1루타,"2사 1,3루 1:0","2사 1,2루 2:0",1.58,0.566,0.943,31.6%,0.086
06-23,두산,3회말,이영하,2 이재현,7 (3-2),1루수 땅볼실책 출루,"1사 2,3루 1:0","1사 1,3루 1:1",1.87,1.539,0.752,62.9%,0.089
05-18,한화,1회말,조동욱,6 이재현,4 (2-1),중견수 방면 2루타,2사 2루 1:2,2사 2루 1:3,1.00,0.395,1.000,72.5%,0.091
05-09,KIA,8회말,최지민,5 이재현,9 (3-2),4구,무사 1루 2:2,"무사 1,2루 2:2",2.68,1.025,0.638,76.2%,0.091
05-26,롯데,1회초,반즈,5 이재현,7 (2-2),좌익수 방면 1루타,"2사 1,3루 0:0","2사 1,2루 1:0",1.73,0.565,0.944,40.7%,0.092
05-09,KIA,2회말,네일,5 이재현,4 (2-1),좌익수 방면 2루타,무사 2루 0:0,무사 2루 0:1,1.27,1.269,1.000,71.1%,0.097
05-03,롯데,9회말,김원중,6 이재현,5 (3-1),4구,1사  8:7,1사 1루 8:7,2.63,0.301,0.268,20.9%,0.097
05-25,롯데,6회초,최준용,6 이재현,6 (2-2),중견수 방면 1루타,무사 2루 3:5,"무사 1,3루 3:5",1.85,1.264,0.640,60.3%,0.100
08-04,SSG,6회말,서진용,7 이재현,2 (1-0),좌익수 뒤 홈런,2사 2루 3:5,2사  3:7,0.73,0.389,1.729,94.5%,0.106
07-13,두산,4회초,시라카와,2 이재현,7 (3-2),4구,2사 만루 3:5,2사 만루 4:5,3.49,0.805,1.000,59.3%,0.107
04-16,두산,6회말,박치국,2 이재현,3 (2-0),좌익수 뒤 홈런,2사 1루 3:5,2사  3:7,0.49,0.244,1.876,94.5%,0.113
05-02,두산,8회초,박정수,8 이재현,2 (0-1),좌익수 방면 1루타,"2사 1,3루 2:1","2사 1,2루 3:1",1.88,0.517,0.959,13.8%,0.113
05-08,KIA,7회말,장현식,7 이재현,3 (2-0),좌익수 뒤 홈런,2사  0:1,2사  0:2,0.39,0.115,1.000,87.2%,0.113
05-17,한화,2회말,황준서,6 이재현,2 (1-0),좌익수 뒤 홈런,2사  1:0,2사  1:1,0.46,0.117,1.000,51.1%,0.114
07-23,한화,9회초,주현상,9 이재현,7 (3-2),4구,무사  5:6,무사 1루 5:6,2.87,0.589,0.437,72.3%,0.115
04-17,두산,1회말,김호준,2 이재현,5 (2-2),좌익수 방면 2루타,무사 1루 0:0,무사 2루 0:1,1.42,0.953,1.298,69.9%,0.116
07-28,KT,4회말,조이현,3 이재현,3 (1-1),좌익수 뒤 홈런,무사  0:0,무사  0:1,1.07,0.586,1.000,68.8%,0.128
06-15,NC,7회초,김영규,2 이재현,5 (3-1),중견수 방면 1루타,"1사 1,2루 3:2","1사 1,3루 4:2",2.05,1.044,1.211,13.5%,0.132
07-21,롯데,9회말,김원중,2 이재현,6 (3-2),4구,무사  5:4,무사 1루 5:4,3.47,0.588,0.437,33.4%,0.134
07-14,두산,5회초,이교훈,2 이재현,5 (3-1),4구,2사 만루 0:1,2사 만루 1:1,4.16,0.790,1.000,47.0%,0.135
06-30,KT,7회초,고영표,5 이재현,2 (0-1),중견수 방면 1루타,무사 1루 0:2,"무사 1,3루 0:2",2.35,1.005,0.967,62.2%,0.138
08-07,한화,5회말,류현진,8 이재현,2 (1-0),좌익수 방면 1루타,2사 2루 6:6,2사 1루 6:7,1.63,0.395,0.844,68.5%,0.139
06-15,NC,6회초,하트,2 이재현,1 (0-0),좌익수 뒤 홈런,무사  1:1,무사  2:1,1.34,0.569,1.000,33.7%,0.163
04-21,한화,5회초,산체스,2 이재현,6 (2-2),좌익수 뒤 홈런,2사 2루 0:3,2사  2:3,0.98,0.397,1.722,69.6%,0.164
07-18,KIA,3회초,알드레드,2 이재현,2 (0-1),좌익수 뒤 홈런,"무사 2,3루 0:2",무사  3:2,1.84,2.305,1.279,38.6%,0.171
06-13,LG,5회말,켈리,2 이재현,4 (3-0),좌익수 뒤 홈런,2사 2루 2:3,2사  2:5,1.19,0.400,1.719,87.1%,0.175
07-14,두산,7회초,이영하,2 이재현,3 (1-1),좌익수 방면 2루타,2사 2루 1:2,2사 2루 2:2,2.27,0.395,1.000,52.6%,0.201
07-11,NC,3회말,신민혁,2 이재현,4 (2-1),좌중간 홈런,"1사 1,2루 0:0",1사  0:3,2.15,1.071,2.230,83.2%,0.235
06-14,NC,5회초,신민혁,2 이재현,4 (2-1),좌익수 뒤 홈런,2사 2루 2:3,2사  4:3,1.63,0.399,1.718,40.0%,0.264
